,0
842,"- Always love watching the drivers dart around at the start

- *Kvyat slowly ruining his F1 future/career*

- Ricciardo on a charge again and making short work of what was in front of him

- Force India may have cost themselves a better finishing position again because they don't have the guts for team orders

- More misery for Alonso unfortunately

- Nice overtakes throughout the race

- Bottas drove fantastic again

- *Kimi deserved P2*

- Karma for Vettel

- Max finished, finally

Good race"
843,Jraybay Well surmised
844,voml Yes this is much better than the old overused jokes and fake driver profiles etc. We need more of these. The normal comments
845,Bjay _23 because of Baku
846,"Jraybay why ""Karma"" for Vettel?"
847,"Track limits! Verstappen off the track and overtaking. What funny rules F1 established!
Man, the F1 game is so unrealistic right now. Everytime you're off with all 4 wheels you get a penalty."
848,"And McLaren-Honda crying about Alonso losing faith on them... 3 years, I don't know about faith, but he really has a lot of patience"
849,Don Quijote he gets more mony in one year than you will ever have in your entire live so i guess he gets over it
850,"The fact both Ferraris had a tire blowout mere moments before the end of the race just shows you how much these drivers are pushing their cars and their tires to the absolute limits.
And the fact that after only 10 laps there must have been a good Kilo of rubber debris in Cops corner just shows what corner exactly stressed the tires so much. 260 in that right hander at extremely hard steering, no wonder those tires gave way."
851,"You should have seen how loud I laughed when both Ferraris tires blew up






Coming from Hamilton fan

Get in Lewis"
852,You're grasping and reaching. Its sad really. Rosberg was aided by reliability problems for Hamilton. Go ahead a deny the facts. Rosberg was a very good driver.
853,121bham last year maylasia was so funny cant wait for it to happen this year
854,Nick 2005 i find it so funny how these dipshit hamilton fans think hes such a great driver and british but he lost to rosberg in a 2 way title fight and doesnt even give a shit about them lol
855,121bham I don't know why I keep imagining you as that indian kid who just discover the internet wearing those dorky glasses who are surprisingly okay at playing FIFA
856,"20832_Green Hell No one in our stand necessarily laughed but more a big ""WAYYYYY"" ya know"
857,6:12 Lewis celebrates and Finns drink😂
858,"ich haße Hamilton
i hate hamilton"
859,Kimi's career summarized in one race
860,What a black day for Ferrari fans..
861,coming from an mclaren honda fan
862,what a black 3 years for mclaren fans
863,What about now. Can you Ferrari fans still see the light
864,Ahm97 After the Asian races this is a joke
865,Yes
866,"F2 was much more exciting than this.
Sad days....."
867,"Real winners today were Red Bull. Huge race for Ricciardo, finish for Verstappen."
868,how is your shift going?
869,Raymond Kobes agree
870,Finally a useful comment xDD
871,Raymond Kobes agree
872,I hate Hamilton
873,heh fxxk
874,J Samuels Why you crying?
875,"J Samuels Vettel was crying when Verstappen did the same thing to him, squeezing him off the road. Face it Vettel moans about something every race"
876,J Samuels Every driver is like that.
877,"Frederick Dorsey why ! because he's a crying baby , sneaky , snakey , only happy when he wins , spits his dummy out when shit gets heated  ,fake little FXXXXR i really can not stand this guy grrrrrrrrrrrrr he's like a fly around your food just wanna slap the fxxxxr out . crying crying crying crying boo hoo hoo hoo I didnt win I want my daddyyyyyyyyyyyyyyyyyyyy whaaaaaaaa 😭😭😭😭😭😭😭😭  Vettel ram the fxxk off the road son 👍👍"
878,Max is like a dog with a bone. ROFL!
879,Not a fan of Palmer but felt sorry for him today.
880,can you get to jump on to milk and Lava
881,"I dont think renault should decide on their lineup until later this year, not until Palmer actually finishes some races so they can see his pace. Ik hes been slower than hulkenberg in quali and races hes finished, but honestly thats not been many races cuz hes had more reliability issues than verstappen this year, and thats saying something. Once he finishes some races without reliability issues then renault should evaluate their drivers for next year."
882,"He's had quite a few reliability issues this year. He has been slow, but man he's getting so unlucky"
883,I don't :)
884,Morw like for every races haha
885,Again a retirement caused by me...
886,"No, you not. You finished 15th on that race"
887,@Scott R here waiting for 2020 Sochi gan.
888,Torpedo strikes again
889,Its ok
890,I watched the video of the accident on f1 com and on the 36-37 second you can see that Kvyat was catching the car from skidding. He turned the steering wheel to the right completely for a split second and then Sainz jumped out of there ... There is nothing you could do. The judges' decision on the penalty points is stupidity. This is a racing incident. And that's all. Bad luck continues
891,Man those Mercedes are overpowered...
892,Will everyone stop hating on Hamilton. The Hamilton-Vettel battle will be looked back upon as one of the greats. We need to appreciate it now before its too late!
893,"well, the battle is over, Hamilton ha got this one... Mercedes is faster than Ferrari now, its not like the start of the season anymore... Mercedes has outpaced Ferrari in both quali and race so by the end of Hungary Lewis will be leading the championship and Bottas is going to be his closest rival from now on"
894,mrmarvel8 yes plus 3 world championships
895,Yup. Another racist moron making f1 fans look idiotic. Or maybe it is just the majority of the ones with yt accounts and who have nothing better to do than write out their frustration to the internet
896,"Hamilton is a whiny little emo bitch.

He's like a woman on her rags when something doesn't go his way."
897,What are you on about? Vettel leads by one point so how does Merc have the better car??
898,"The Toro Rosso drivers drove completely playstationed. The Mercedes drivers and Hulk did a great job today, however I felt also sorry for Ferrari."
899,I feel sorry for Kimi not for Vettel
900,"F1 from Codemasters is sim-cade, not a simulator"
901,Turn the racing line off then we will talk
902,yeah but unlike you I don't use any assists
903,Daniil Kvyat Which I'm also better at
904,Vettel maybe I can teach you something about tyres strategy
905,MrCrafty 😂
906,grow up kids 🤣🤣🤣
907,"Arkos39 If that was not fair, nothing is"
908,Nah he'd rather ask Ricci
909,CITIZEN CALCULATOR you think you're slick
910,"To the F1 channel, block the people impersonating the drivers"
911,"Eddie Russell yeh keep using 'gay' when you're talking about something bad, homophobic kiddo"
912,UKFreedomFighters it's really not comical. It's just gay as shit
913,Why? Its quite comical to see and anyone with half a functioning brain cell can see that they are fake.
914,indeed its fun :D loving that :D sometimes they come up with a good joke :D
915,Stop crying about it and ignore them
916,Heeey. The torpedo strikes again for the second weekend in a row.
917,Alvian Christian  or vettel
918,maybe you can do it for hamilton later 😄
919,"Keep that up in Hungary, maybe with Hamilton 😉"
920,"Wehrlein has more points than you, torpedo! Change the target!"
921,Daniil Kvyat Keep doing that and Haas will over take you guys
922,"McLaren:Wow new spec engine this race will be perfect!




3:10 Fernando:No power!"
923,BlaZeY22 I
924,Yes it is very upsetting for me.
925,Oh im not someone who comments about driver impersonaters
926,Where is Hülkenbergs move around the outside of Ocon on the first lap?
927,Scuderia Ferrari are the Real Madrid of F1! 16 constructors championships and 12 Champions League titles!
928,Was that Woody Harrelson?
929,GP2 Engine.. GP2... ARGH
930,"As almost nobody knows, Kvyat had the same driving coach in his youth as Pastor Maldonado had"
931,They never came back with complaints so he must be doing something right!
932,AffenSindCoolxD Did this driving instructor used to teach Japanese pilots during the war?
933,Really felt bad for Kimi :(
934,Same
935,"+Salty Bicuits    C'mon.....  Hamilton was just coasting,  he'd have an answer on Kimi's pace. Raikkönen was a very slow overtaker last season."
936,"Firemarioflower Oh but he was, before the puncture xD"
937,"+MNM   Dream on,  that slowpoke would have NEVER caught Lewis."
938,Kimi got worse because he would of been P2 or even P1 if he was fast enough and if he was P1 he would of won a grand Prix and he would be happy. And the last time he won a grand Prix was in 2013 so there be happy for Kimi. Bethel has won lots of grand Prix so I felt very bad for Kimi.
939,i love F1
940,gerx games 👍
941,1:10 - KVYAT = CYKA BLIAT
942,Cyka Kvyat
943,Нах шел! Понаехали тут
944,The torpedo back at it again
945,"he constantly crashes into people by accident, rendering them out of the race"
946,Why do they call him The Torpedo?
947,"Wasn't a classic but the sudden unpredictability at the end was crazy (and gutting for me) to watch! 
Congrats to LH for a dominant win in front of his home crowd! 
But Ferrari will take it in Hungary!"
948,"With Lewis' record?

Areyousureaboutthat.jpeg"
949,"Very exciting race! Battle between Max&Seb, Seb&Valtteri and ferrari's last laps drama showed that. Can't wait 2 weeks to Hungary, just can't."
950,max27stoner you cannot be a Ferrari fan
951,unbelievable sauber pushed me off the track!
952,I think erricson hit us
953,Hahahahahahaha as soon as I read your name I bursted into a laugh 😂
954,That Sauber driver what a what a mental guy
955,How is that funny in any way and why does that shit get so many upvotes?!??!?!
956,Romain Croissant Oui mon bagguette!
957,"Why isn't Alonso from Finland?





Because he cant Finnish"
958,"@Victoria Lane-McDuffy lllll

 
😙😙😅lkki"
959,@Jason Lee hi jason did u watch this too waiting for hype in 2020??
960,😂😂
961,"Being 1st in Q1, Starting the race on last row and not finishing the race.

Absolutely brilliant 🍻"
962,😄😄😄😄😄😄😄😁😁😁😁😄😄😄😄😁🤣🤣🤣🤣🤣🤣🤣🤣😆😁😁😁😄😄😄😄😃😀
963,9th
964,how many likes can we get for the new Pastor Maldonado Daniil Kyvat
965,Dantor Kvyonado...
966,"Ferrari should bring Alonso back,might be more interesting do you think?"
967,No HD?
968,"HONESTLY, WHERE IS THE BLUE FLAG?"
969,Pastor Maldonado you should crash hamilton
970,Honestly where is your crashing people out
971,it's your fault
972,Pastor Maldonado Hi Kvya... sorry Maldonado
973,1:14 TORPEDO!!!!
974,Pierre Gasly is coming to Toro Rosso in 3...2...1...
975,lol
976,GURken not judging by his performance in FE
977,No Name no renaults team boss denied that already
978,Is Kyvyat the New Maldonado
979,Kvyat should work at McDonald's with all the constant drive thrus.
980,Ha ha I get it XD
981,the car is milk
982,comment of the day :D
983,+CITIZEN CALCULATOR I think the real loser is the one upset about it
984,He would tell you that he was racing...
985,Bwoah what the fuk is this tire doing
986,"""the tire broke"" , lol"
987,What are we doing. Making fake accounts pretending to be the drivers or ping pong?
988,bax miaggi kyat is playing ping pong thats for sure
989,Kenny McCormick ik
990,Abbey Harris unlimited access the
991,Abbey Harris Spam bot
992,u dying today too huh Kenny?
993,#rippalmer
994,minimal talking smh
995,"Lewis, Palmer & all the other drivers pls comment my comment :)"
996,"Lewis Hamilton I really 💓 you since 24 October 2016, once I saw you win the 50th win in USA... Now, I realize that you're the best idol of mine forever and I have regretted hating you after 10 years since 2007! (Astaghfirullahalazim... Please forgive me, Ya Allah! 😭).

Now, I have 5 great idols in my life:
1. Bill Gates (computing).
2. You (sports).
3. Hafiz Hamidun (music).
4. Syamsul Yusof (filming).
5. Ustaz Don (religion)."
997,Lewis Hamilton i Hope that you're going to be WDC bro :D
998,Oggi93 I'll be WDC 2017💪🏾💪🏾
999,I know i just think its funny :D
1000,They are all fake accounts to impersonate the drivers
1001,Don't let the fact that Vettel finished 7th distract you from the fact that Verstappen finished a race
1002,Hulkenberg should of have been driver of the day
1003,Guys imagine how good F1 would be without Mercedes.  for sure much better
1004,Felipe Massa You escaped me this time but I'll get you in Budapest.
1005,"Felipe Massa (Fake), that would have been all drivers going at 30 miles/hour' Fantastico!"
1006,Felipe Massa Without Mercedes you won't have an engine
1007,"Doug T It's the best on the grid, most reliable too"
1008,"JLV Recordings world class engine, lul."
1009,Massive understeer
1010,Hey palmer did okay toda......... Oh..
1011,"Fast, faster, fastest, hamilton"
1012,Firemarioflower I don’t want a argument but your calling us “unlikeable” when openly insulting millions of people! Doesn’t that make you seem more unlikable
1013,"+Entregan  Because he's an unlikeable turd,  like you and all his other fanboys."
1014,Jorn De Monnink fast faster fastest Mercedes
1015,Honestly... One more lap...
1016,@Finkel - Funk hi finkel. This 2017 British GP took place after the 16th episode of Aikatsu On Parade Season 1 and Aikatsu Planet episode 5.
1017,@Reno Salujõe hi reno. 2021 F1 season is 24 more days.
1018,@Victoria Lane-McDuffy you must be fun at parties
1019,@Reno Salujõe 7 more laps please.
1020,Please make one for Hamilton's😁😁😁And Bottas' and Sainz's.
1021,"You would not believe your eyes
If Ferrari blew their tires"
1022,torro rosso bowls avain
1023,Why the 360p
1024,Kvyat is so bad
1025,@Gemma Lally It's the other way around x) Give Kvyat another chance with Gasly's seat
1026,@Nico 9138 this didn't age well  😂😂😂
1027,Nico 9138 predicted the future
1028,Saints should have avoided him.
1029,Niclas Schmitt I've said this for ages. It's actually painful to watch him😂
1030,"""My front tyre brake checked me"" - sebastion vettel"
1031,@Originale 21 What success? 😂😂😂😂
1032,"His left front tire did unexpectedly stop moving when he locked it up defending from Bottas, so you could say that it did brake check him..."
1033,"Paulo Monteiro if vettel was treated like any other driver and got DQ'd for hitting another driver on purpose then lewis would be miles behind, dont matter though because its going to make lewis' win even better."
1034,FERRARI ARE THE CHILDREN OF F.I.A! Ur name is very true
1035,FERRARI ARE THE CHILDREN OF F.I.A! Mercedes have the best car and yet Bottleton is still behind in the championship. Easy
1036,"Vettel is now over ping pong, his new favourite game is bumper cars"
1037,"LOL at 2:14, Vettel tried to bump Verstappen off the track. And Verstappen did the exact same thing to Vettel. Guess who's mad. $:13 as well, pushing Bottas off the track."
1038,anotherone10 ikr
1039,😂😂😂😂😂
1040,😂😂😂
1041,anotherone10 fucking fanboy of lewis False
1042,sfm Jew cm
1043,"""Bwoah f***ing puncture"" Kimi 2017"
1044,my personal driver of the day: Max Verstappen
1045,"Car Guy its not 'dangerous' its just that he is very smart to find a way to defend and attack. also, whats wrong with my username? I have the rights to like someone. its people's personal choices you dumbass"
1046,"Look at your username ffs. Verstappen is arrogant and always finds a way to blame other people. Oh and he's driving style is dangerous. Lastly, how the fuck could you even consider him for driver of the day for his pure performance?"
1047,"Car Guy We are not Verstappen fanboys, you are a Verstappen hater"
1048,"Jesus you verstappen fanboys are annoying. If someone was driver of the day, it should be hulkenberg, räikkönen, hamilton or bottas"
1049,"Kamso 
No, in my opinion he was the best driver."
1050,first
1051,Bottas is going to be Champ
1052,Eemeli Akselin Why do you always condemn my favorite driver Hamilton? What's his sins?
1053,"Car Guy i hate Hamilton because I find him to be a phony and an hypocrite. as you can see, I have reasons to hate him, it's not 'automatic' or just because I like Vettel. why are you so mad? I'm sure you have preferences too..."
1054,Why do you hate hamilton? Just because you like vettel a bit more so you automatically have to hate him? I'd get it if you hated verstappen or kvyat
1055,pine pine I hate Lewis too
1056,"mercedes is my favourite team, vettel my favourite driver. also, love bottas and hate hamilton.  let's see what happens."
1057,We Want baku back
1058,"Niclas Schmitt If every race was like Baku we wouldn't appreciate it anymore. Besides, this was objectively a great race."
1059,Niclas Schmitt No!
1060,Hey I'm not an f1 driver impersonator! What a surprise
1061,IQ's Shoes *T H I C C*
1062,Char The Lizard wow I didn't expect to find another siege player on this
1063,You're a pair of shoes from a German T H I C C operator. I don't know if that's better or worse. Maybe I should make the Blitz's Earmuffs account
1064,"Helmut you should be in bed, tomorrow you have a job performance review with torpedo. You know what to do..."
1065,Dr. Helmut Marko thanks!
1066,Nice Vine
1067,Bwoahttas for the champ!
1068,Again
1069,FIRST
1070,First.
1071,First
1072,"Ricciardo —> Shoey
Hamilton —> Phoney
Raikkonen —> Bwoooaahy
 
Whats next?"
1073,Ferrari- Flat tyrey.
1074,Vettel --> bumper carsy
1075,Verstappen -> Ping-Pongey
1076,Verstappen --> McHonda syndrome...
1077,Vettel —> Whiney
1078,1st
